Price,Close,High,Low,Open,Volume
Ticker,006400.KS,006400.KS,006400.KS,006400.KS,006400.KS
Date,,,,,
2025-04-10,177200.0,178300.0,172800.0,177900.0,492598
2025-04-11,175600.0,177100.0,172000.0,173000.0,355010
2025-04-14,178400.0,181900.0,177100.0,177600.0,278232
2025-04-15,182600.0,184100.0,176300.0,179400.0,303559
2025-04-16,177000.0,184400.0,176600.0,182000.0,272189
2025-04-17,180900.0,182700.0,177000.0,178000.0,246328
2025-04-18,180000.0,182100.0,178500.0,182100.0,146661
2025-04-21,177800.0,180500.0,176700.0,179000.0,184454
2025-04-22,177300.0,179800.0,176200.0,176900.0,213303
2025-04-23,190400.0,190400.0,179900.0,180000.0,532051
2025-04-24,184700.0,191300.0,183700.0,191200.0,330284
2025-04-25,185100.0,189400.0,184000.0,186700.0,328738
2025-04-28,184200.0,189600.0,183500.0,184500.0,327979
2025-04-29,183600.0,185500.0,182000.0,185000.0,241248
2025-04-30,176000.0,183300.0,175600.0,183100.0,606531
2025-05-02,173600.0,177000.0,170900.0,176400.0,330151
2025-05-07,172200.0,176400.0,171400.0,175400.0,405002
2025-05-08,172200.0,173400.0,170100.0,172100.0,584179
2025-05-09,170400.0,173800.0,170300.0,173800.0,227421
2025-05-12,174900.0,174900.0,170600.0,170700.0,260867
2025-05-13,170900.0,176200.0,170600.0,175400.0,296932
2025-05-14,173000.0,173600.0,167300.0,171400.0,356073
2025-05-15,169700.0,173000.0,169600.0,171300.0,265305
2025-05-16,164700.0,170000.0,164100.0,170000.0,662722
2025-05-19,169400.0,173300.0,163400.0,163400.0,490511
2025-05-20,161500.0,170800.0,160600.0,170400.0,587827
